-4.9999232E-02,-5.87402E-01
-4.9994624E-02,-5.96191E-01
-4.9990016E-02,-6.02051E-01
-4.9985408E-02,-5.99121E-01
-4.9980800E-02,-6.04980E-01
-4.9976192E-02,-6.02051E-01
-4.9971584E-02,-6.04980E-01
-4.9966976E-02,-5.90332E-01
-4.9962368E-02,-5.93262E-01
-4.9957760E-02,-6.02051E-01
-4.9953152E-02,-5.99121E-01
-4.9948544E-02,-6.02051E-01
-4.9943936E-02,-6.07910E-01
-4.9939328E-02,-5.96191E-01
-4.9934720E-02,-6.02051E-01
-4.9930112E-02,-5.90332E-01
-4.9925504E-02,-5.99121E-01
-4.9920896E-02,-6.02051E-01
-4.9916288E-02,-5.93262E-01
-4.9911680E-02,-6.02051E-01
-4.9907072E-02,-5.99121E-01
-4.9902464E-02,-5.93262E-01
-4.9897856E-02,-5.99121E-01
-4.9893248E-02,-6.02051E-01
-4.9888640E-02,-5.93262E-01
-4.9884032E-02,-6.04980E-01
-4.9879424E-02,-5.93262E-01
-4.9874816E-02,-6.02051E-01
-4.9870208E-02,-5.96191E-01
-4.9865600E-02,-6.07910E-01
-4.9860992E-02,-5.93262E-01
-4.9856384E-02,-5.93262E-01
-4.9851776E-02,-6.02051E-01
-4.9847168E-02,-5.93262E-01
-4.9842560E-02,-6.02051E-01
-4.9837952E-02,-5.90332E-01
-4.9833344E-02,-5.93262E-01
-4.9828736E-02,-5.96191E-01
-4.9824128E-02,-5.90332E-01
-4.9819520E-02,-6.02051E-01
-4.9814912E-02,-5.99121E-01
-4.9810304E-02,-5.96191E-01
-4.9805696E-02,-5.96191E-01
-4.9801088E-02,-6.02051E-01
-4.9796480E-02,-5.90332E-01
-4.9791872E-02,-5.93262E-01
-4.9787264E-02,-6.02051E-01
-4.9782656E-02,-5.99121E-01
-4.9778048E-02,-5.99121E-01
-4.9773440E-02,-6.04980E-01
-4.9768832E-02,-6.02051E-01
-4.9764224E-02,-6.04980E-01
-4.9759616E-02,-5.99121E-01
-4.9755008E-02,-6.04980E-01
-4.9750400E-02,-5.93262E-01
-4.9745792E-02,-5.96191E-01
-4.9741184E-02,-5.93262E-01
-4.9736576E-02,-6.02051E-01
-4.9731968E-02,-5.90332E-01
-4.9727360E-02,-6.10840E-01
-4.9722752E-02,-6.10840E-01
-4.9718144E-02,-6.02051E-01
-4.9713536E-02,-5.90332E-01
-4.9708928E-02,-5.90332E-01
-4.9704320E-02,-5.96191E-01
-4.9699712E-02,-5.96191E-01
-4.9695104E-02,-6.02051E-01
-4.9690496E-02,-5.99121E-01
-4.9685888E-02,-6.02051E-01
-4.9681280E-02,-6.02051E-01
-4.9676672E-02,-5.96191E-01
-4.9672064E-02,-6.02051E-01
-4.9667456E-02,-5.87402E-01
-4.9662848E-02,-6.04980E-01
-4.9658240E-02,-6.02051E-01
-4.9653632E-02,-5.99121E-01
-4.9649024E-02,-5.90332E-01
-4.9644416E-02,-5.87402E-01
-4.9639808E-02,-5.99121E-01
-4.9635200E-02,-5.99121E-01
-4.9630592E-02,-5.96191E-01
-4.9625984E-02,-5.96191E-01
-4.9621376E-02,-5.96191E-01
